+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|rdaclr                                                                                                                                                                                           ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|fifo_ram                                                                                                                                                                                         ; 85    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|wrptr_g1p                                                                                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|rdptr_g1p                                                                                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|ws_dgrp_gray2bin                                                                                                                                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|wrptr_g_gray2bin                                                                                                                                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|rs_dgwp_gray2bin                                                                                                                                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated|rdptr_g_gray2bin                                                                                                                                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf|dcfifo_mixed_widths_component|auto_generated                                                                                                                                                                                                  ; 69    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_URd2HFf                                                                                                                                                                                                                                               ; 69    ; 9              ; 0            ; 9              ; 49     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_UserRdDdr                                                                                                                                                                                                                                             ; 88    ; 9              ; 0            ; 9              ; 105    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_MtDdrRd                                                                                                                                                                                                                                       ; 107   ; 85             ; 5            ; 85             ; 174    ; 85              ; 85            ; 85              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_MtDdrWr                                                                                                                                                                                                                                       ; 171   ; 21             ; 69           ; 21             ; 110    ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller_001|alt_rst_req_sync_uq1                                                                                                                                                                                             ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller_001|alt_rst_sync_uq1                                                                                                                                                                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller_001                                                                                                                                                                                                                  ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                                                 ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller|alt_rst_sync_uq1                                                                                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|rst_controller                                                                                                                                                                                                                      ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                                                                                                                 ; 70    ; 1              ; 2            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|avalon_st_adapter                                                                                                                                                                                                 ; 70    ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_003|core                                                                                                                                                                                             ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_003                                                                                                                                                                                                  ; 150   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_002|core                                                                                                                                                                                             ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_002                                                                                                                                                                                                  ; 150   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_001|core                                                                                                                                                                                             ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline_001                                                                                                                                                                                                  ; 150   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline|core                                                                                                                                                                                                 ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mux_pipeline                                                                                                                                                                                                      ; 150   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|agent_pipeline_001|core                                                                                                                                                                                           ; 146   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|agent_pipeline_001                                                                                                                                                                                                ; 149   ; 3              ; 0            ; 3              ; 144    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|agent_pipeline|core                                                                                                                                                                                               ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|agent_pipeline                                                                                                                                                                                                    ; 150   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|rsp_mux_001                                                                                                                                                                                                       ; 148   ; 0              ; 2            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|rsp_mux                                                                                                                                                                                                           ; 148   ; 0              ; 2            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|rsp_demux                                                                                                                                                                                                         ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|cmd_mux|arb|adder                                                                                                                                                                                                 ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|cmd_mux|arb                                                                                                                                                                                                       ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|cmd_mux                                                                                                                                                                                                           ; 293   ; 0              ; 0            ; 0              ; 147    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|cmd_demux_001                                                                                                                                                                                                     ; 148   ; 1              ; 2            ; 1              ; 146    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|cmd_demux                                                                                                                                                                                                         ; 148   ; 1              ; 2            ; 1              ; 146    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub                                                                                                                   ; 18    ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub                                                                                                                   ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub                                                                                                                   ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub                                                                                                                   ; 18    ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub                                                                                                                   ; 18    ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub|subtract                                                                                                          ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub                                                                                                                   ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min                                                                                                                          ; 28    ; 0              ; 2            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                          ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                            ; 37    ; 5              ; 0            ; 5              ; 32     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                  ; 148   ; 0              ; 1            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_burst_adapter                                                                                                                                                                                 ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router_002|the_default_decode                                                                                                                                                                                     ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router_002                                                                                                                                                                                                        ; 146   ; 0              ; 2            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router_001|the_default_decode                                                                                                                                                                                     ; 0     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router_001                                                                                                                                                                                                        ; 146   ; 3              ; 3            ; 3              ; 146    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router|the_default_decode                                                                                                                                                                                         ; 0     ; 3              ; 0            ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|router                                                                                                                                                                                                            ; 146   ; 3              ; 3            ; 3              ; 146    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_agent_rsp_fifo                                                                                                                                                                                ; 186   ; 39             ; 0            ; 39             ; 145    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_agent|uncompressor                                                                                                                                                                            ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_agent                                                                                                                                                                                         ; 431   ; 72             ; 71           ; 72             ; 468    ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mm_clock_crossing_bridge_0_m0_agent                                                                                                                                                                               ; 261   ; 29             ; 83           ; 29             ; 210    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mm_clock_crossing_bridge_1_m0_agent                                                                                                                                                                               ; 261   ; 29             ; 83           ; 29             ; 210    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|ddr3_controller_avl_translator                                                                                                                                                                                    ; 183   ; 4              ; 3            ; 4              ; 170    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mm_clock_crossing_bridge_0_m0_translator                                                                                                                                                                          ; 185   ; 8              ; 0            ; 8              ; 179    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0|mm_clock_crossing_bridge_1_m0_translator                                                                                                                                                                          ; 185   ; 8              ; 0            ; 8              ; 179    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_interconnect_0                                                                                                                                                                                                                   ; 288   ; 0              ; 1            ; 0              ; 236    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[5].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[4].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[3].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[2].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[1].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser|sync[0].u                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_MtDdr|u_ddr3_qsys|mm_clock_crossing_bridge_1|rsp_fifo|read_crosser                                                                                                                                                                                    ; 8     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
